,data,valor
650,1998-04-01,-0.5
651,1998-05-01,0.98
652,1998-06-01,0.39
653,1998-07-01,0.34
654,1998-08-01,0.22
655,1998-09-01,0.01
656,1998-10-01,0.01
657,1998-11-01,-0.05
658,1998-12-01,0.05
659,1999-01-01,0.55
660,1999-02-01,0.98
661,1999-03-01,0.55
662,1999-04-01,0.52
663,1999-05-01,0.86
664,1999-06-01,0.41
665,1999-07-01,0.46
666,1999-08-01,0.69
667,1999-09-01,0.86
668,1999-10-01,1.01
669,1999-11-01,0.91
670,1999-12-01,1.04
671,2000-01-01,1.07
672,2000-02-01,0.77
673,2000-03-01,0.56
674,2000-04-01,0.6
675,2000-05-01,1.35
676,2000-06-01,0.73
677,2000-07-01,0.3
678,2000-08-01,0.39
679,2000-09-01,0.26
680,2000-10-01,0.33
681,2000-11-01,0.41
682,2000-12-01,0.64
683,2001-01-01,0.58
684,2001-02-01,0.34
685,2001-03-01,0.27
686,2001-04-01,0.36
687,2001-05-01,2.11
688,2001-06-01,1.16
689,2001-07-01,0.52
690,2001-08-01,0.62
691,2001-09-01,0.55
692,2001-10-01,0.93
693,2001-11-01,0.74
694,2001-12-01,0.34
695,2002-01-01,0.36
696,2002-02-01,0.58
697,2002-03-01,0.55
698,2002-04-01,0.33
699,2002-05-01,2.53
700,2002-06-01,0.57
701,2002-07-01,0.29
702,2002-08-01,1.0
703,2002-09-01,0.71
704,2002-10-01,1.13
705,2002-11-01,2.45
706,2002-12-01,1.7
707,2003-01-01,1.51
708,2003-02-01,1.39
709,2003-03-01,1.38
710,2003-04-01,0.9
711,2003-05-01,2.84
712,2003-06-01,1.05
713,2003-07-01,0.99
714,2003-08-01,1.44
715,2003-09-01,0.22
716,2003-10-01,0.65
717,2003-11-01,1.04
718,2003-12-01,0.16
719,2004-01-01,0.33
720,2004-02-01,1.0
721,2004-03-01,1.16
722,2004-04-01,0.59
723,2004-05-01,1.83
724,2004-06-01,0.7
725,2004-07-01,1.12
726,2004-08-01,0.81
727,2004-09-01,0.58
728,2004-10-01,1.19
