datetime,symbol,open,high,low,close,volume
2002-08-28 21:00:00,INDEX:IBOV,10349.0,10519.0,10175.0,10455.0,0.0
2002-08-29 21:00:00,INDEX:IBOV,10466.0,10604.0,10382.0,10382.0,0.0
2002-09-01 21:00:00,INDEX:IBOV,10396.0,10477.0,10312.0,10378.0,0.0
2002-09-02 21:00:00,INDEX:IBOV,10365.0,10365.0,10065.0,10136.0,0.0
2002-09-03 21:00:00,INDEX:IBOV,10174.0,10174.0,9921.0,9997.0,0.0
2002-09-04 21:00:00,INDEX:IBOV,9968.0,9969.0,9709.0,9723.0,0.0
2002-09-05 21:00:00,INDEX:IBOV,9739.0,9882.0,9643.0,9717.0,0.0
2002-09-08 21:00:00,INDEX:IBOV,9725.0,9955.0,9716.0,9954.0,0.0
2002-09-09 21:00:00,INDEX:IBOV,9963.0,10052.0,9841.0,9960.0,0.0
2002-09-10 21:00:00,INDEX:IBOV,9967.0,10248.0,9967.0,10182.0,0.0
2002-09-11 21:00:00,INDEX:IBOV,10181.0,10188.0,10032.0,10173.0,0.0
2002-09-12 21:00:00,INDEX:IBOV,10154.0,10219.0,10086.0,10181.0,0.0
2002-09-15 21:00:00,INDEX:IBOV,10172.0,10172.0,9822.0,9831.0,0.0
2002-09-16 21:00:00,INDEX:IBOV,9855.0,9943.0,9613.0,9650.0,0.0
2002-09-17 21:00:00,INDEX:IBOV,9638.0,9638.0,9399.0,9505.0,0.0
2002-09-18 21:00:00,INDEX:IBOV,9507.0,9626.0,9353.0,9372.0,0.0
2002-09-19 21:00:00,INDEX:IBOV,9375.0,9638.0,9375.0,9585.0,0.0
2002-09-22 21:00:00,INDEX:IBOV,9498.0,9498.0,9137.0,9264.0,0.0
2002-09-23 21:00:00,INDEX:IBOV,9241.0,9341.0,9069.0,9148.0,0.0
2002-09-24 21:00:00,INDEX:IBOV,9207.0,9357.0,9207.0,9228.0,0.0
2002-09-25 21:00:00,INDEX:IBOV,9251.0,9386.0,9170.0,9199.0,0.0
2002-09-26 21:00:00,INDEX:IBOV,9201.0,9202.0,8703.0,8716.0,0.0
2002-09-29 21:00:00,INDEX:IBOV,8720.0,8720.0,8352.0,8623.0,0.0
2002-10-01 21:00:00,INDEX:IBOV,9014.0,9132.0,8811.0,8820.0,0.0
2002-10-02 21:00:00,INDEX:IBOV,8852.0,9170.0,8807.0,9140.0,0.0
2002-10-03 21:00:00,INDEX:IBOV,9160.0,9319.0,9092.0,9260.0,0.0
2002-10-06 21:00:00,INDEX:IBOV,9274.0,9288.0,8841.0,8863.0,0.0
2002-10-07 21:00:00,INDEX:IBOV,8883.0,8909.0,8691.0,8847.0,0.0
2002-10-08 21:00:00,INDEX:IBOV,8835.0,9291.0,8604.0,8715.0,0.0
2002-10-09 21:00:00,INDEX:IBOV,8708.0,8932.0,8707.0,8866.0,0.0
2002-10-10 21:00:00,INDEX:IBOV,8868.0,9042.0,8832.0,8855.0,0.0
2002-10-13 21:00:00,INDEX:IBOV,8853.0,8853.0,8430.0,8451.0,0.0
2002-10-14 21:00:00,INDEX:IBOV,8457.0,8622.0,8446.0,8507.0,0.0
2002-10-15 21:00:00,INDEX:IBOV,8510.0,8513.0,8225.0,8371.0,0.0
2002-10-16 21:00:00,INDEX:IBOV,8437.0,8920.0,8437.0,8902.0,0.0
2002-10-17 21:00:00,INDEX:IBOV,8907.0,9081.0,8873.0,9022.0,0.0
2002-10-20 21:00:00,INDEX:IBOV,9022.0,9161.0,8979.0,9128.0,0.0
2002-10-21 21:00:00,INDEX:IBOV,9100.0,9331.0,8982.0,9331.0,0.0
2002-10-22 21:00:00,INDEX:IBOV,9341.0,9840.0,9263.0,9840.0,0.0
2002-10-23 21:00:00,INDEX:IBOV,9838.0,10107.0,9763.0,9799.0,0.0
2002-10-24 21:00:00,INDEX:IBOV,9809.0,10598.0,9698.0,10015.0,0.0
2002-10-27 21:00:00,INDEX:IBOV,10022.0,10092.0,9573.0,9574.0,0.0
2002-10-28 21:00:00,INDEX:IBOV,9570.0,9656.0,9439.0,9601.0,0.0
2002-10-29 21:00:00,INDEX:IBOV,9632.0,10097.0,9632.0,10069.0,0.0
2002-10-30 21:00:00,INDEX:IBOV,10101.0,10241.0,9733.0,10168.0,0.0
2002-10-31 21:00:00,INDEX:IBOV,10168.0,10266.0,10043.0,10140.0,0.0
2002-11-03 22:00:00,INDEX:IBOV,10163.0,10378.0,9913.0,9913.0,0.0
2002-11-04 22:00:00,INDEX:IBOV,9906.0,10034.0,9825.0,9861.0,0.0
2002-11-05 22:00:00,INDEX:IBOV,9857.0,9861.0,9583.0,9703.0,0.0
